Tweets,Positive,Negative
ایک پٹھان بال کٹا کر آیا بیوی اتنے چھوٹے کیوں کٹا دیے پٹھان اس کے پاس بقایا نہیں تھا تو میں نے کہا کے اور کاٹ دو  ,,no
جج تو پھر بلیک میل ہو گیا  ,,no
تم خوبصورت لڑکی پانے کیلئے دارھی کاٹ دیتے ہو  ,,no
داڑھی والے یوسف کیلئے تو حسین شہزادیوں نے اپنی انگلیاں کاٹ لی تھیں  ,,no
گرین ٹاؤن ستو کتلہ کی فردوس کوثر بی بی جس کے میں بیٹے بیوی اور ان کے دو بچوں کو گلہ کاٹ کرلاشوں کو جلا دیا گیا ,,no
جوس پینے کے بعد خالی ﮈبے کا پٹاخہ نہ بجائیں بلکہ قینچی سے کاٹ لیں تو قطرے مزید جوس حاصل ہو سکتا ہے  ,,no
ضلع مومند اس پھول سی بچی کو کل رات سانپ نے کاٹ لیا تھا۔یکہ غنڈ ھسپتال میں سہولیات نہ ہونے کی وجہ سے لڑکی انتقال کر گئی ,,no
حق کی بات کرنے والوں کوقید جیل مقدمات جلا وطنی  سزاؤں عمر قید سے ڈرایا جاتا ھے  ,,no
ہم نےتو سیاست شروع ہی تب کی ھے ,,no
اور قانون نہ ہونے کی وجہ سے یہ کمپنیاں فی صد شئیر کاٹ رہی ہیں اور لوگ مجبور ہیں کہ اگر آواز اُٹھائی تو بلاک کر دیے جاۓ گے ,,no
لفظ بس لفظ نہیں ہوتے یہ پوری شخصیت رکھتے ہیں لفظ اختیار رکھتے ہیں کاٹ کھانے کاتوڑ دینے کا ,,no
پتہ نہیں توازن کی کیفیت اتنی کمیاب کیوں ہے کہ افراد میں یا تو عقلی شکوک کے ڈھیر لگ جاتے ہیں اور یا ایمان کے   ,,no
رگ ہی نہیں ان کا نفس بھی کاٹ دیا جاتا ہے تاکہ تاحیات ہیجڑے کی فخریہ زندگی گزار سکیں ,,no
سنا ہے پی ٹی ائی میں شامل ہوتے ہی بندے کی غیرت والی رگ کاٹ دی جاتی ہے  ,,no
سر شاہ غلام قادر کا ن لیگ سے کوئی تعلق ہی نہیں یہ تو بس مفاد پرست انسان ہے شہ غلام قادر نمک حرام ہے  ,,no
پاکستان میں کچھ صحافی نمک حرام کیوں ہیں کھاتے پاکستان کا اور بھونکتے پاکستان پر۔  ,,no
شرم کرو اتنی ہمدردی ہے انڈیا کی ,,no
لو جی کشمیر ہمارا گیا شہ رگ ہماری کٹی تکلیف ہمیں ہوئی اور ہمارے ہی کسی نمک حرام نے بلایا میکا سنگھ کو تقریب میں  ,,no
نمک حرام نسل نمک حرام ملک کو نمک دینا بند کرو ,,no
"باپ دادا افغانستان کا، ماں جموں کی، بیٹا پاکستان کا نمک حرام، جس نے پاکستان کا نمک کھا کے پاکستان سے وفا نہ کی ",,no
جناح کو پتہ چل گیا تھا کہ ہندو کتنی بغیرت قوم ہے مسلمانوں کا جینا حرام کر دے گی  ,,no
ابھی کافی بے شرم اور نمک حرام باقی ہیں جو یوم سیاہ نہیں منا رہے  ,,no
یہ ہندو تو نسلوں سے نمک حرام ہیں پھر بھی ہم ان کو نمک دے رہے ہیں۔ ۔۔۔۔۔ان کا فوری طور پہ نمک بند کر دینا چاہے۔  ,,no
بالآخر چند لوگوں کو شرم آنی شروع ہو گئی ہے اور ان لوگوں نے اپنی DP black کر دی ہے لیکن ابھی کافی نمک حرام ہیں  ,,no
 نمک حرام کتا کتا کتا کتا پاکستان کا ہو کر دشمن ملک کو آزادی مبارک کہا رہا ہے تم جیسے نمک حرام اور غدار اس ملک میں ہے تو باہر لڑنے کی ضرورت نہیں  ,,no
سالہ نمک حرام نمک حرام گینڈے ٹویٹر نظر ڈالو پاکستانيوں نے تمہارا منہ کالا کردیا ہوا ہے  ,,no
یہ نمک حرام فضل الرحمن٫ محمود اچگزئی او بزنجو کہاں غرق ہیں؟ کوئی اس نمک حرام مفرور حرام کی نسل کو پوچھے دنیا میں تیرےجیسے بھڑوے بھی ہیں کیا جو خود بھاگ گئے ہیں  ,,no
کتے کی اولاد حرام خور کہیں کے تمہارا باپ کدھر ہے مودی  ,,no
 کشمیر بنے گا پاکستان  ,,no
کیا عجب طاقت ہے پاکستان کی ایک ہی دن میں انڈیا جیسی نمک حرام اولاد پیدا کر دی ہاہاہاہا  ,,no
مبارک ہو آپکے پڑوس میں نمک حرام ہوا ہے  ,,no
انڈیا نمک حرام قوم ہے  ,,no
آج کے دن لندن اور نیو یارک میں پاکستانی کمیونٹی ناچ ناچ کر جشنِ آزادی مناتی ہے  ,,no
لعنت ہے اگر ایک اور نمک حرام شامل ہوگیا مبارک ہو نونیو واقعی غلامی تمہارا مقدر ہے  ,,no
محکمہ ذراعت و نیازی کی اندر کی خبریں یہ ہیں کہ افغانیوں کی طرح کشمیری بھی نمک حرام ہیں ,,no
نمک حرام تیری پوری نسل ہے جو آج ہمارے اجداد کے بنائے ہوئے ملک پر قابض ہوکر بیٹھے ہو  سندھی انگریزوں کے غلام  ,,no
حرام خوروں سے ایسے دلال بہتر ہیں,yes,
پاکستان میں بے غیرتوں کی ایک خاص قِسم پائی جاتی ہے جو ہر سال کی طرح اِس سال بھی یومِ آزادی کا بائیکاٹ کر کے بیٹھے ہے ,,no
 دن رات ایک کر کے نمک حلالی کی کوشش تو کر رہے ہیں  ,,no
سارے سندھی نمک حرام کام چور جس تھالی میں کھاتے ہیں اسی میں چھند کرتے ہیں اسی میں تھوکتے ہیں  ,,no
کل رات پاک فوج کےدستےہیوی آرٹلری کے ساتھLOCپر پہنچے جہاں کشمیری عوام نے کشمیر بنےگاپاکستان کےنعروں سےاستقبال کیا  ,,no
صحیح بات یہ وہی نمک حرام ہے جو کراچی کے حصہ کا پانی چوری کرتے ہے اور کراچی والوں کو ہی بیچ دیتے ہے۔  ,,no
گاڑی کے اوپر پاکستان کا جھنڈا اور گاڑی  کے اندر انڈیا کے گانے سننے والوں وطن کی ہوائیں تمہیں نمک حرام کہتی ھیں ,,no
یہ تھے حقیقی مہاجر۔ جنہوں نے ہجرت کا دکھ دیکھا اور سندھ کا سکھ بھی ,,no
"جھیل نمکین نہیں تو نمک حرامی کا سوال ہی نہیں، ہاں پورا اندرونِ سندھ کراچی ضرور پال رہا ہے، تو نمک حرام تو تم ہوئے ",,no
بدقسمتی یہ ہے کہ وہ حرام خور اور نمک حرام اس شہر کراچی کا احسان بھی نہی مانتے۔  ,,no
اوے چانڈیو اپنے گاوں میں عید منانے کے بعد سب سے بڑے نمک حرام تو تم لوگ ہوں  ,,no
منحوس انسان جب سے توں ریلوے کا وزیر بنا ہے رب سے ہی ریلوے کا برا حال ہے ,yes,
کھاتے کراچی کا ہو بھوکتے زرداری کی طرح او نمک حرام بنارسی ٹھگ  ,,no
میں بلکل متفق ہوں چانڈیو صاحب کی بات سے کراچی میں کچھ لوگ نمک حرام بھی ہیں  ,,no
 پوری پاکستانی قوم اپنی افواج کے ساتھ شانہ بشانہ کھڑی ہے ,,no
مولا بخش چانڈیو یہ جھیل بھی ہمارے ہی پیشوں سے بنی جس سے کچھ نمک حرام لوگوں نے روزی روٹی کا ذریعہ بنا لیا  ,,no
تم نے صحیح کہا مہاجروں کے کراچی میں نمک حرام غیر مہاجر بھی شامل ہوگئے ہیں  ,,no
ایک کراچی پورے سندھ کو پالتا ہے جس میں سارے چانڈیو جیسے نمک حرام ہیں  ,,no
تم کراچی میں آکر کیوں پلتے ہو اپنی جھیل کے ساتھ اپنے دیہات میں جاکر دفن ہو۔۔ دفعہ دور  ,,no
عمران نیازی کی مثال اس بندر کےجیسی ھے جو سال تک گاجروں کے اوپر پیشاب کرتا رہایعنی ھرحکومت پر بھونکتا رہااور جب خو…  ,,no
ہندوستان میں اعلیٰ تعلیمی اداروں میں داخلے کی دوڑ اور بہتر تعلیمی کارکردگی کا مظاہرہ کرنے کے بوجھ تلے دب کر طلبا کی…  ,,no
"آدمی که تو ده روز گذشته خودکشی کرده، از لحاظ روانی صلاحیت تصمیم گیری داره اصلا؟  ",,no
خان کشمیر کو انڈیا سےآزادی دلوائےگا یہ نعرہ وہ لوگ لگا رہےہیں جنہیں یہ یقین تھا کہ کپتان خودکشی کرلے گا مگر iMF کے…  ,,no
آج تک سوائے انسان کے کسی ذی روح نے اپنے مستقبل سے مایوس ہو کر خودکشی نہیں کی  ,,no
جج ارشد ملک کیوجہ سے ایماندار ججوں کے سر شرم سے جھک گئے CJ آصف کھوسہ تُسی سارے جج خودکشی کر لو فئیر  ,,no
"قوم یوتھ کا بس نہیں چل رہا کہ لکھیں کہ توسیع کے فیصلے کے بعد، اسرائیل، بھارت، امریکہ، افغانستان کے آرمی چیفس کی خوف…  ",,no
خان کشمیر کو بھارت سے آزادی دلوائےگا یہ نعرہ وہ لوگ لگا رہیں ہےجنہیں یہ یقین تھا کہ کپتان خودکشی کر لے گا مگر IMF ک…  ,,no
وہ کہتے ہیں نا کہ ایک طوائف نے اپنی آپ بیتی لکھنے کی کیا سوچی کہ شہر کے سارے شریفوں نے خودکشی کر لی۔  ,,no
نیازی خان کشمیر کو بھارت سے آزادی دلوائےگا یہ نعرہ وہ لوگ لگا رہیں ہیں جنہیں یہ یقین تھا کہ کپتان خودکشی کر لے گا م…  ,,no
جنگ موتہ میں ایک لاکھ کفار کے مقابلے میں حضور نبی کریم ﷺنے ہزار صحابہ اکرا…  ,,no
نازی مودی کی عمران خان کو جواب دینے کی ہمت نہ ہو سکی البتہ کل ٹرمپ کو کال کر کے شکایت لگا دی کہ عمران خان مجھے ہٹلر…   ,,no
رسول اللہﷺ کے غلاموں میں کوئی غلام ایسا نہیں جس نے یہودیوں سے انصاف کی بھیک مانگی وہ بھی اس وقت جب مسلمان عورتوں ب…  ,,no
آج کوئی اس کتے کے بچے کو بتاو… ,yes,
"ہمیں اپنے وطن سے بہت پیار ہے پاکستان کے سب غداروں، دشمنوں چوروں لٹیروں اور ان کے ساتھیوں کو چوک پر لٹکا کر عبرت کا…  ",,no
جناب اور بیشک کراچی کی مدد کریں مگر ساتھ میں کراچی والوں پہ ایک اور احسان بھی کر دیں…  ,,no
غدار انسان امریکہ رہ کر تجھے کیا لگتا ہے تو محفوظ ہے مردہ ضمیر انسان اللہنکی پکڑر سے تو کہی بھی نہیں نچ سکتا عبرت ک…  ,,no
سن لے بے غیرت مودی  ,yes,
جس دن تو اور تیرے کتے عبرت کا نشان بنے گے تیرے ہندوستان میں مندروں میں گھنٹے بجنے بند ہوجائیں…  ,,no
"مسلسل بارش جہاں آبادی پر اثر انداز ہورہی ہے،وہیں قبرستان جہاں ہمارے پیارے مدفون ہیں،عبرت کا نشان بنے ہ…  ",,no
گندے باپ کی گندی اولاد نے آج ایک بار پھر وزیراعظم کے خلاف گندی زبان استعمال کی ہے ۔ ہم انشاءاللہ ان حرامیوں کو عبرت کا نشان بنائیں گے ۔  ,,no
استغفراللہ العظیم یااللہ بےبس کشمیری اور انڈیا میں رہنے والے مسلمانوں کی حفاظت فرما  ,,no
ہم سب کا پاکستان ,,no
اے رب کعبہ ہمارے ملک کو امن کا گہوارہ بنا دے  ,,no
پاکستان کے دشمنوں کو عبرت کا نشان بنا دے  ,,no
تمام پاکستانیوں کو جشن آزادی مبارک ہو ۔آو عہد کرے کہ اس ملک کو عظیم بنائیں گے ۔  ,,no
آزادی کی قدر کرو یہ پلیٹ میں رکھ کر…  ,,no
یہ پیارا پرچم عزیم پرچم جیسی کچھ ضمیر فروش جھکانا چاھتے ھے  ,,no
"کوا بھی چلاک ہی ہوتا ہے وہ چونچ کس میں مارتا ہے ،ان کا بھی یہی حال ہے ۔ آپ آنے والے وقت میں دیکھیے گا یہ کافر عبرت…  ",,no
جب بھی ہم تاریخ کا مطالعہ کرتے ہیں تو ایک بات واضع طورپرملتی ہے کے آج تک جس میں بھی معصوم لوگوں پہ ظلم کیا وہ نشان…  ,,no
اگر کوئی اپنے انتقام کی آگ بجھا رہا ہے تو یقین جایئے اسکی رفتار مایوس کن ہے ایسوں کو تو جتنی جلدی ہوسکے عبرت کا نشان,,no
اللہ پاک اس کی شہادت قبول کرے اور انڈیا یاد رکھنا میرے رب کی پکڑ اتنی مضبوط ہے جس میں تم آ چکے ہو پوری دنیا میں ع…  ,,no
ایک کہانی ہے کہتے ہے کہ ایک کسان سے کتا روٹی بھگا کے لے گیا کسان کتے کے پیچھے خوب بھاگا جب تھک کیا تو بیٹ کر کہنے…  ,,no
یا اللہ جو جانتے بوجھتے کہ یہ نااہلوں کا ٹولا ہے  ,,no
اور پھر بھی ان خنزیروں کو بغض نواز میں سپورٹ کرتا رہا اس کو ان سے…  ,,no
قوم کو ماموں نا بناؤ  ,,no
انسانی جان کا کوئی مول نہیں ,,no
کے الیکٹرک ابتک ہلاک ہونے والوں کے لواحقین کو دس کر…  ,,no
یہاں انصاف اور قانون والوں کو سچ بولنے لکھنے والوں کو طاقتور قوتیں منفی ہتھکنڈوں ڈر خوف دہشت ویڈیو اور فائلیں ,,no
"نریندر مودی تمہیں یہ عید کا پیغام دیتے ہوئے ڈوب مرنا چاہئیے،گجرات میں دو ہزار مسلمانوں کا  ",,no
قتل عام اور روزانہ کی بنی…  ,,no
یا اللہ ٹویٹر پر ہمارے پیارے نبی ﷺ کی شان میں گستاخیاں کرنے والوں کو دنیا اور آخرت دونوں میں عبرت کا…  ,,no
حامد میر غدار ہے اس کو فوری سزا دی جائے تاکہ باقی غداروں کےلئے عبرت کا نشان بن جائے  ,,no
ان لوگوں کو پاسپورٹ چاہیے ہوتے ہیں تو لڑکیوں سے شادی کرلیتے ہیں اور پاسپورٹ ملنے کے بعد انکی غیرت جاگ جاتی ہے بلاول,,no
جس نے بھی ان چوروں کو عزت دیں اللہ پاک کی ذات انکو عبرت کا نشان بنائے کیونکہ ان درندوں نے میرے ملک کو لوٹا ہے  ,,no
آج اگر کشمیر مصیبت میں هے تو گنجے کی وجه سے  ,,no
اصل بات یے هے که نون لیگ غازی ممتاز کو شهید کرایا اور غستاخوں ملک سے…  ,,no
اصل مسئله نون لیگ کا یے هے که انهوں نے اسلام دشمنی کی اور غازی ممتاز کو شهید کیا تو اس دن سے نون لیگ کی تنزلی شروع…  ,,no
یا اللہ۔ اسے روڈ پر جاتے ہوئے ٹرک کے نیچے دے دے تاکہ اس کا سر ٹائر کے نچے آ کر دھماکے سے ہھٹ جائے اور اس کا دماغ ٹر…  ,,no
ایک مسلمان ہونے کے ناطے سے میری افواج پاکستان سے اپیل ہوگی کہ اگر مودی بے غیرت حکومت پاکستان پر جنگ مسلط کرتی ہے تو…  ,,no
پاکستان کا وجود اللہ کا پلان ہے اور جو کوئی بھی اس سے بے وفائی کرے گا وہ براہ راست اللہ سے بے وفائی کرے گا اور تباہ…  ,,no
"ظالم ہمیشہ صفحہ ہستی سے عبرت کا نشان بن کر مٹے ہیں، اور تاریخ ان پر تھو تھو کررہی ہے۔ انڈیا اور مودی کا اس ضمن بلند… ",,no
آج ھمارے گریٹ لیڈر قائد اعظم محمد علی جناح کا دو قومی نظریہ پوری دنیا کو سمجھ آگیا ھے بہت جلد عمران خان کا نظریہ بھ… ,,no
یہ تو اچھا انسان ہیں اچھا ایڈمنسٹڑ کیسے ,,no
بن سکتا ہے سیاست کوئ اناڑی نہیں کر سکتا ,,no
ایک منجے ہوے سیاست کو عبرت کا نشان… ,,no
کوئی ظلم کرنے میں فرعون بن جائے ,,no
بے شک اللہ کا انصاف ہونے پہ غرق ہو جاتا ہے ,,no
پھر وہ کچھ بنے نہ بنے نشان عبرت ضرور بنت… ,,no
اللہ تعالی اس ناسور کو جہنم واصل کرے یا اللہ اس ﻇا لم کو دنیا میٮ لوگوٮ کے لیے عبرت کا نشان بنا دے ,,no
ایک بات کی تو مودی کو داد دینی چاہیے کہ کسی صحافی کی جرات نہیں اسکے کاموں کے خلاف آواز اٹھانے کی۔ پاکستان کی سول سو… ,,no
بے شک الله کا انصاف ہونے پہ غرق ہوجاتا ہے ,,no
پھر وہ کچھ بنے نشان عبرت ضرور بنتا ہے۔۔ … ,,no
لعنتی انشاءاللہ تمہیں پاکستان تو کیا روۓ زمیں کی مٹی بھی نصیب نہیں ہو گی ,,no
تمہاری موت پوری دنیا کے لۓ عبرت کا نشان ب… ,,no
پاکستانی عوام مودی کو خطے میں بدامنی اور فساد کا موجب یقین کرتی ہے اور اسکی بدمعاش تھانیداری کو نشان عبرت بنانے کا… ,,no
بہت جلد دنیا کو ایک عبرت ناک منظر دیکھنے کو ملے گا۔ ,,no
اور وہ بھارت کی شکل میں ہوگا۔ جب بھارت کو عبرت کا نشان بنا دیا… ,,no
بھارت کے لیے جلد ہی یہ دن سیاہ ترین باب بننے والا ہے سیاہ کرتوتوں سے بھارت کو ایسی سیاہی نصیب ہونے والی ہے کہ جس کی… ,,no
اے اللہ کشمیری عوام کی مدد فرما ,,no
اور ان پر ظلم کرنے والوں کو عبرت کا نشان بنا دے ,,no
غرورِ امیراں میں جینے والو۔ ڈرو اس وقت سے جب آپ کو اللہ کی لاٹھی آ پکڑے گی اور آپ عبرت کا نشان بنا دیئے جاؤ گے ,,no
کچھ لوگوں کے دلوں سے خوف خدامٹ گیا ہے اوراب وہ اپنے آپ کو توبہ استغفار فرعون کی طرح خدا سمجھ بیٹھے ہیں۔ڈرو اس وقت س… ,,no
اےربِ کعبه ہمارےملک کو اَمن کا گہوارہ بنادے ,,no
کتنے جسٹس مانگیں گئے اور ہر دفعہ ٹرینڈ ٹاپ پر آیا مگر ہو کیا کچھ بھی نہیں یہاں انصاف ہوتا تو آج یہ… ,,no
سوات کالام کے نوجوان مسکین شہید کے قاتلوں کی گرفتاری پر ہم پنجاب حکومت کے شکرگزار ہیں ,,no
لیکن صرف گرفتاری کافی نہیں ب… ,,no
سندھ کے عوام کو لوٹنے والے عبرت کا نشان بننے کے قریب۔ جعلی اکاؤنٹس کیس کے مرکزی کردار دبئی کے شہر ناصر عبداللہ لوتھ… ,,no
ہٹلر نے ظلم کیا عبرت کا نشان بن گیا ظلم کی ابتدا ء خوف اور انتہا عبرتناک ہوتی ہے ,,no
یہ ہیں وہ زرائیع جن کا حق چھین کر پوری دنیا میں پراپرٹی بنائی گئی ہے یا اللہ ان غریبوں کا مال کھانے والوں کو عبرت ک… ,,no
ہم اپنی افواج کے قدم سے قدم ملا کر دشمن کو عبرت کا نشان بنائیں گے افواج پاکستان کے لیے دعائیں کریں اسلام کا قلعہ پا… ,,no
افواج پاکستان جزبہ ایمان جزبہ شہادت اور قوم کی دعاوں کے ساہے میں ہیں کسی کو پریشان ہونے کی ضرورت نہیں ہماری افواج ہ… ,,no
ہم اپنی افواج کے قدم سے قدم ملا کر دشمن کو عبرت کا نشان بناہیں گے افواج پاکستان کے لیے دعاہیں کریں اسلام کا قلعہ پا… ,,no
جس جس نے اس ملک کو لوٹا ہے اور جس جس نے اس ملک کی جڑیں کھوکھلی کیں ہیں اللہ تعالیٰ ان سب کو ,,no
زلیل و رسوا کرے تو سبق یہ سیکھا ,,no
چوری کرو تو اربوں کی نہیں تو عبرت کا نشان بنا دئیے جاو گے ,,no
پنجاب ہوتا تو کو کہہ دیتے مگر… ,,no
چار دن کی چاندنی پھر اندھیری رات ہے۔۔ اس مثال کے مطابق تمام چور آج نشان عبرت بنے جیلوں میں پڑے ہیں۔ ,,no
گود سے گور تلک جتنے بھی سمعے بیتے ہیں ,,no
ہم مسلمان شہادت کے لیے جیتے ہیں ,,no
صرف مودی کو بنانا ہے عبرت کا نشان ,,no
انڈین آرمی کو انشاءاللہ تعالی اللہ پاک عزت پوری دنیا میں عبرت کا نشان بنا… ,,no
"مانا کہ کشمیری عوام کمزور ھے، لیکن عنقریب ظالم عبرت کا نشان بنیں گے ",,no
خان صاحب ان چوروں کو اب لٹکا دیں ,,no
ملت کا خسارہ ہیں یہ اور انکو نشان عبرت بنا دیں اب ,,no
پاکستانی انتظار میں ہیں کہ ک… ,,no
انتہا پسندی صرف یہ نہیں کہ بندوق اٹھاکر کسی پر اپنے نظریات مسلط کرنے کی کوشش کی جائے بلکہ کسی کے مذہبی عقائد کا مز… ,,no
"مودی ہر چیز کا حساب دے گا انشاءاللہ، بھارت کے ساتھ ملے ہر ملک کو اللہ تعالیٰ عبرت کا نشان بنا دے آمین ثم آمین ",,no
آٶ دعا کرتے ہیں اللہ پاک اس کے غرور اور اس کو جلد سے جلد خاک میں ملا دے۔۔اور اس شخص کو عبرت کا نشان بنادے۔آمین ,,no
دعا ہے اللہ تعالیٰ کشمیری مسلمانوں کو بہت جلد آزادی کا سورج دکھائے ا… ,,no
یہ ہی باجوہ عمران نیازی کو عبرت کا نشان بننآ ے گا ,,no
"قبرستان ایسے صحافیوں کے ساتھ بھی بھری پڑی ہیں جنہوں نے ساری زندگی صرف منافقت، جھوٹ اور نفرت پھیلانے کا کام کیا اور… ",,no
مودی کے ابو فرعون ,,no
کاہنات کا سب سے ظالم عبرت کا نشان بن گیا تو انشااللہ مودی بھی عبرت کی مثال بنے گا ,,no
یہ نوازشریف اور آصف زرداری کی حکومتی پالیسی کی وجہ سے آج ہم اس مقام پر کھڑے ہیں کہ انڈیا جیسا ملک ہم کو دھمکی دیت… ,,no
کیا اس نوجوان کا جرم اتنا بڑا تھا کہ اسے مار مار کر موت کے گھاٹ ہی اتار دیا جاتا؟ ,,no
"ہم کس حق سے خود کو پہلے گواہ، پ… ",,no
تجھ جیسے غداروں کو بے نقاب کردیا جائے گا بہت جلد اور تمہارے آقاؤں انڈیا ازرائیل اور امریکہ کو عبرت کا نشان بنادیا ج… ,,no
 گرین پاسپورٹ عبرت کا نشان بن گیا میکسیکو اور برازیل کی سیر کے لئے جانے والی پاکستانی خاتون ,,no
سوات میں سکول بند ہونے پر ملالہ نے پوری دنیا میں پاکستان کے خلاف بکواس کی تھی ایک ہفتے سے کشمیر میں سکول بند ہیں اب کہاں مر گئی ہے۔ ,,no
چلیں جی شروع کرتے ہیں یہ ٹرینڈ اور پٹواریوں اور پیپلیوں کی بکواس کا جواب دیتے ہیں ,,no
ایک سال میں عمران خان نے پاکس… ,,no
"وہ پاکستانی یوٹیوبرز جنکے بکواس سارا سال ہمیں سننا پڑتا ہے،لیکن جب پاکستان پہ کوئی کڑا وقت آتا ہے تو انکو انڈیا کے… ",,no
شیخ رشید کے دوست اتنے چوتئے ہیں کہ انڈوں کی برسات کرنے والوں کو تو روک نہ سکے لیکن عقابی نگاہوں نے ویڈیو بنانے وا… ,,no
یہ وہی حضرت نہیں جو پہلے لڑکیوں کا نام لے کر بکواس کرتے ہیں پھر رو رو کے پوچھتے ہیں۔۔ ,,no
 سر جی میں نے آپ کو بولا کی… ,,no
پاکستان پہلے ایک غریب ملک ہے ۔۔ اوپر سے یہ انڈیا کی وجہ سے دفاع پہ پاکستان کو بے تحاشہ پیسے خرچ کرنا پڑ رہے ہیں جو… ,,no
لن دی بکواس ھے ,,no
اصل خبر کچھ یوں ہے؛ ,,no
سیلیکٹڈ وزیراعظم عمران نیازی آج یوتھیا قوم سے خطاب نہیں کریں گے۔ اس اعلان پر پاکستانی قوم نے شک… ,,no
وہ اک کتی ڈاڈو چارجر بہت بکواس کر رہی تھی ایسی عورت کا رشتہ نہیں آتا لامبا آتا ہے خالی اپنی عورت نما لڑکی نو سمجھا… ,,no
شرم کرو پٹواریوں بدنیت لوگوں کبھی تو اس ملک کے لیۓ بھی ایک قوم بننے کی کوشش کرو تمھارے یہ سیاسی چور لیڈران جن کی تم… ,,no
اس آدمی کی سیٹی میں اتنا سُر ہے جتنا سلمان احمد جیسے دو لاکھ میراثیوں کے ساری زندگی کے بکواس گانوں میں نہ ہو ,,no
بیرون ملک رہنے والے غیر ملکیوں کے دلے پاکستان میں ٹیکس نظام کے نفاذ پر بکواس کرتے ہیں اور وہاں فیصد ٹیکس دے کر ک… ,,no
ایک سال ہوگیا Pti کی حکومت کو ۔ ان سے کار کردگی کا پوچھو تو ان کا جواب بکواس کی صورت میں ہوتا ہے۔ ,,no
پی ٹی آئی کی ایک سال کی کارکردگی بکواس کے علاوہ اور کچھ نہیں ,,no
اور ان لوگوں کے مریم کے میڈیا ونگ کے بارے میں کیا کیا فرضی بکواس نہیں کی ,,no
جو کھوتاخور یہ بکواس کررہے ہیں کہ سلامتی کونسل کا اجلاس چین نے بلوایاہے تو ان کیلئےعرض ہے کہ سال ہوگئے نے او تہاڈ… ,,no
کس قدز بکواس کرتا ہے یه بنده ارسطو صاب آپ نے ہی عوام کو ٹرک کی بتی پیچهے لگایا ہوا تها یہ سب کہہ کر دراصل تم اپنے م… ,,no
بکواس سن لو اس اردو بولنے والے کی۔ ,,no
اگر تیری بات مان لی جائے تو وہ ٹی ٹی کے باوجود عوام کو سہولت دے رہے تھے مفت عل… ,,no
لبرل قادیانی قادیانی نوازو ان کے ابو گریٹ ویلڈر سور ٹرمپ بابا خادم حسین رضوی کے خلاف کیوں بکواس کرتے ان سے ڈرتے ہیں… ,,no
کرنے دو جو بکواس کرتے ہیں ۔۔۔۔۔ ,,no
خالی برتن ہمیشہ آواز کرتے ہیں ۔۔۔۔ ,,no
اور۔ آپ نے تو بہت کچھ کیا عوام کے لیے سالوں ایک اچھا ہسپتال تک تو تم لوگ سال میں بنا نہ سکے اور بکواس کرتے ہو ایک… ,,no
پپو خالی بکواس ہی کرتا ہے ,,no
 تبدیلی کی برسی نہیں چوروں کی برسی جو ملک کو بھی کھا گۓ لوٹ کر اور اس کی فوج کے خلاف بکواس کرتے ہیں سستے لونڈے تے لونڈیاں ,,no
کیا بکواس ہے۔ ,,no
کسی اچھے اردو بولنے والے کو ہی ڈھونڈ لیا ہوتا۔ ,,no
خیر اگلی بار جب ایسی بکواس کرنے کا سوچو تو اپنے اداکار… ,,no
ایک باسٹرڈ نیشنل ٹی وی پر بیٹھ کر وزیراعظم پاکستان عمران خان کے بارے میں عمران عمران کر کے تنقید کر رہا ہے۔ کوئی ہے… ,,no
تمہارا لہجا بتا رہا تمہارے خاندان کی پہچان جہاد اور جو گالی آج تم نے دی ایسی گالی کو لے کر تم لوگ بابا جی پر تنقید… ,,no
کپتان نے یوٹرن لیتے ہوئے آج قوم سے بکواس کرنے کا پروگرام کینسل کر دیا کچھ بتانے کو ہے ہی نہیں تقریر تیار کرنے والے… ,,no
آج جو عمران خان پر بکواس کررہھ ہیں جب ایک دو سال کے بعد زبردست کامیابی ملے گی تو پٹواری اور درباری کہیں گے کہ یہ تو… ,,no
افغان قوم کو چاہیے کہ وہ اپنے ایسے دشمنوں کو پہچانے جو بجائے اصل قصوروار کی مذمت کرے یہ پاکستان کے خلاف بکواس کر رہ… ,,no
عمران نے سر عام جھوٹ بولے پر وہ نیک کیوں کیوں کے میڈیا یہودو نصارا کے ہاتھ ہمارے لوگوں کو خرم خوری کی عادت ڈال دی گ… ,,no
یوٹرن لیتے ہوئے آج قوم سے بکواس کرنے کا پروگرام کینسل کر دیا ,,no
کچھ بتانے کو ہے ہی نہیں تقریر تیار کرنے والے بھی پریشان ,,no
انڈین عوام اور انڈین آرمی زیادہ بکواس نہ کرو یہ اوقات ہے تمہاری ,,no
بکواس نا کریں ,,no
احساس کرنا چاہیے نہ کہ بکواس ۔ ,,no
بات ىه هے که جب هم بھارتى چائے والوں کا منه توڑ رهے هوتے هىں تو پىچھے سے پٹوارى اپنى بکواس شروع کر دیتے هىں اور کپت… ,,no
آج وہ لوگ بھی جنگ کی بات کر رہے ہیں جنہوں نے زندگی میں غلیل تک کو چھوا نہیں ہوگا گھر بیٹھ کر ٹویٹ کرنے والوں جو تم… ,,no
شکر ہے کچھ لوگوں کو مغیرہ کی داڑھی پر بکواس سے داڑھی کی عظمت کا تو احساس ہوا ورنہ وہ خود طارق جمیل کے خلاف جب تک ٹو… ,,no
کیا بکواس ھے۔۔۔۔۔۔ ,,no
"ٹوٹل بکواس، ",,no
